            Time            Drag            Lift          ZForce
  0.55999999       0.0000000       0.0000000       0.0000000    
  0.56999999       0.0000000       0.0000000       0.0000000    
  0.57999999       0.0000000       0.0000000       0.0000000    
  0.58999999       0.0000000       0.0000000       0.0000000    
  0.59999999       0.0000000       0.0000000       0.0000000    
  0.60999999       0.0000000       0.0000000       0.0000000    
  0.61999999       0.0000000       0.0000000       0.0000000    
  0.62999999       0.0000000       0.0000000       0.0000000    
  0.63999999       0.0000000       0.0000000       0.0000000    
  0.64999999       0.0000000       0.0000000       0.0000000    
  0.65999999       0.0000000       0.0000000       0.0000000    
  0.66999999       0.0000000       0.0000000       0.0000000    
  0.67999998       0.0000000       0.0000000       0.0000000    
  0.68999998       0.0000000       0.0000000       0.0000000    
  0.69999998       0.0000000       0.0000000       0.0000000    
  0.70999998       0.0000000       0.0000000       0.0000000    
  0.71999998       0.0000000       0.0000000       0.0000000    
  0.72999998       0.0000000       0.0000000       0.0000000    
  0.73999998       0.0000000       0.0000000       0.0000000    
  0.74999998       0.0000000       0.0000000       0.0000000    
  0.75999998       0.0000000       0.0000000       0.0000000    
  0.76999998       0.0000000       0.0000000       0.0000000    
  0.77999998       0.0000000       0.0000000       0.0000000    
  0.78999998       0.0000000       0.0000000       0.0000000    
  0.79999998       0.0000000       0.0000000       0.0000000    
  0.80999998       0.0000000       0.0000000       0.0000000    
  0.81999998       0.0000000       0.0000000       0.0000000    
  0.82999998       0.0000000       0.0000000       0.0000000    
  0.83999998       0.0000000       0.0000000       0.0000000    
  0.84999998       0.0000000       0.0000000       0.0000000    
  0.85999998       0.0000000       0.0000000       0.0000000    
  0.86999998       0.0000000       0.0000000       0.0000000    
  0.87999998       0.0000000       0.0000000       0.0000000    
  0.88999998       0.0000000       0.0000000       0.0000000    
  0.89999998       0.0000000       0.0000000       0.0000000    
  0.90999998       0.0000000       0.0000000       0.0000000    
  0.91999998       0.0000000       0.0000000       0.0000000    
  0.92999998       0.0000000       0.0000000       0.0000000    
  0.93999998       0.0000000       0.0000000       0.0000000    
  0.94999998       0.0000000       0.0000000       0.0000000    
  0.95999998       0.0000000       0.0000000       0.0000000    
  0.96999998       0.0000000       0.0000000       0.0000000    
  0.97999998       0.0000000       0.0000000       0.0000000    
  0.98999998       0.0000000       0.0000000       0.0000000    
  0.99999998       0.0000000       0.0000000       0.0000000    
   1.0100000       0.0000000       0.0000000       0.0000000    
   1.0200000       0.0000000       0.0000000       0.0000000    
   1.0300000       0.0000000       0.0000000       0.0000000    
   1.0400000       0.0000000       0.0000000       0.0000000    
   1.0500000       0.0000000       0.0000000       0.0000000    
   1.0600000       0.0000000       0.0000000       0.0000000    
   1.0700000       0.0000000       0.0000000       0.0000000    
   1.0800000       0.0000000       0.0000000       0.0000000    
   1.0900000       0.0000000       0.0000000       0.0000000    
   1.1000000       0.0000000       0.0000000       0.0000000    
   1.1100000       0.0000000       0.0000000       0.0000000    
   1.1200000       0.0000000       0.0000000       0.0000000    
   1.1300000       0.0000000       0.0000000       0.0000000    
   1.1400000       0.0000000       0.0000000       0.0000000    
   1.1500000       0.0000000       0.0000000       0.0000000    
   1.1600000       0.0000000       0.0000000       0.0000000    
   1.1700000       0.0000000       0.0000000       0.0000000    
   1.1800000       0.0000000       0.0000000       0.0000000    
   1.1900000       0.0000000       0.0000000       0.0000000    
   1.2000000       0.0000000       0.0000000       0.0000000    
   1.2100000       0.0000000       0.0000000       0.0000000    
   1.2200000       0.0000000       0.0000000       0.0000000    
   1.2300000       0.0000000       0.0000000       0.0000000    
   1.2400000       0.0000000       0.0000000       0.0000000    
   1.2500000       0.0000000       0.0000000       0.0000000    
   1.2600000       0.0000000       0.0000000       0.0000000    
   1.2700000       0.0000000       0.0000000       0.0000000    
   1.2800000       0.0000000       0.0000000       0.0000000    
   1.2900000       0.0000000       0.0000000       0.0000000    
   1.3000000       0.0000000       0.0000000       0.0000000    
   1.3100000       0.0000000       0.0000000       0.0000000    
   1.3200000       0.0000000       0.0000000       0.0000000    
   1.3300000       0.0000000       0.0000000       0.0000000    
   1.3400000       0.0000000       0.0000000       0.0000000    
   1.3500000       0.0000000       0.0000000       0.0000000    
   1.3600000       0.0000000       0.0000000       0.0000000    
   1.3700000       0.0000000       0.0000000       0.0000000    
   1.3800000       0.0000000       0.0000000       0.0000000    
   1.3900000       0.0000000       0.0000000       0.0000000    
   1.4000000       0.0000000       0.0000000       0.0000000    
   1.4100000       0.0000000       0.0000000       0.0000000    
   1.4200000       0.0000000       0.0000000       0.0000000    
   1.4300000       0.0000000       0.0000000       0.0000000    
   1.4400000       0.0000000       0.0000000       0.0000000    
   1.4500000       0.0000000       0.0000000       0.0000000    
   1.4600000       0.0000000       0.0000000       0.0000000    
   1.4700000       0.0000000       0.0000000       0.0000000    
   1.4800000       0.0000000       0.0000000       0.0000000    
   1.4900000       0.0000000       0.0000000       0.0000000    
   1.5000000       0.0000000       0.0000000       0.0000000    
   1.5100000       0.0000000       0.0000000       0.0000000    
   1.5200000       0.0000000       0.0000000       0.0000000    
   1.5300000       0.0000000       0.0000000       0.0000000    
   1.5400000       0.0000000       0.0000000       0.0000000    
   1.5500000       0.0000000       0.0000000       0.0000000    
   1.5600000       0.0000000       0.0000000       0.0000000    
   1.5700000       0.0000000       0.0000000       0.0000000    
   1.5800000       0.0000000       0.0000000       0.0000000    
   1.5900000       0.0000000       0.0000000       0.0000000    
   1.6000000       0.0000000       0.0000000       0.0000000    
   1.6100000       0.0000000       0.0000000       0.0000000    
   1.6200000       0.0000000       0.0000000       0.0000000    
   1.6300000       0.0000000       0.0000000       0.0000000    
   1.6400000       0.0000000       0.0000000       0.0000000    
   1.6500000       0.0000000       0.0000000       0.0000000    
   1.6600000       0.0000000       0.0000000       0.0000000    
   1.6700000       0.0000000       0.0000000       0.0000000    
   1.6800000       0.0000000       0.0000000       0.0000000    
   1.6900000       0.0000000       0.0000000       0.0000000    
   1.7000000       0.0000000       0.0000000       0.0000000    
   1.7100000       0.0000000       0.0000000       0.0000000    
   1.7200000       0.0000000       0.0000000       0.0000000    
   1.7300000       0.0000000       0.0000000       0.0000000    
   1.7400000       0.0000000       0.0000000       0.0000000    
   1.7500000       0.0000000       0.0000000       0.0000000    
   1.7600000       0.0000000       0.0000000       0.0000000    
   1.7700000       0.0000000       0.0000000       0.0000000    
   1.7800000       0.0000000       0.0000000       0.0000000    
   1.7900000       0.0000000       0.0000000       0.0000000    
   1.8000000       0.0000000       0.0000000       0.0000000    
   1.8100000       0.0000000       0.0000000       0.0000000    
   1.8200000       0.0000000       0.0000000       0.0000000    
   1.8300000       0.0000000       0.0000000       0.0000000    
   1.8400000       0.0000000       0.0000000       0.0000000    
   1.8500000       0.0000000       0.0000000       0.0000000    
   1.8600000       0.0000000       0.0000000       0.0000000    
   1.8700000       0.0000000       0.0000000       0.0000000    
   1.8800000       0.0000000       0.0000000       0.0000000    
   1.8900000       0.0000000       0.0000000       0.0000000    
   1.9000000       0.0000000       0.0000000       0.0000000    
   1.9100000       0.0000000       0.0000000       0.0000000    
   1.9200000       0.0000000       0.0000000       0.0000000    
   1.9300000       0.0000000       0.0000000       0.0000000    
   1.9400000       0.0000000       0.0000000       0.0000000    
   1.9500000       0.0000000       0.0000000       0.0000000    
   1.9600000       0.0000000       0.0000000       0.0000000    
   1.9700000       0.0000000       0.0000000       0.0000000    
   1.9800000       0.0000000       0.0000000       0.0000000    
   1.9900000       0.0000000       0.0000000       0.0000000    
   2.0000000       0.0000000       0.0000000       0.0000000    
   2.0100000       0.0000000       0.0000000       0.0000000    
   2.0200000       0.0000000       0.0000000       0.0000000    
   2.0300000       0.0000000       0.0000000       0.0000000    
   2.0400000       0.0000000       0.0000000       0.0000000    
   2.0500000       0.0000000       0.0000000       0.0000000    
   2.0600000       0.0000000       0.0000000       0.0000000    
   2.0700000       0.0000000       0.0000000       0.0000000    
   2.0800000       0.0000000       0.0000000       0.0000000    
   2.0900000       0.0000000       0.0000000       0.0000000    
   2.1000000       0.0000000       0.0000000       0.0000000    
   2.1100000       0.0000000       0.0000000       0.0000000    
   2.1200000       0.0000000       0.0000000       0.0000000    
   2.1300000       0.0000000       0.0000000       0.0000000    
   2.1400000       0.0000000       0.0000000       0.0000000    
   2.1500000       0.0000000       0.0000000       0.0000000    
   2.1600000       0.0000000       0.0000000       0.0000000    
   2.1700000       0.0000000       0.0000000       0.0000000    
   2.1800000       0.0000000       0.0000000       0.0000000    
   2.1900000       0.0000000       0.0000000       0.0000000    
   2.2000000       0.0000000       0.0000000       0.0000000    
   2.2100000       0.0000000       0.0000000       0.0000000    
   2.2200000       0.0000000       0.0000000       0.0000000    
   2.2300000       0.0000000       0.0000000       0.0000000    
   2.2399999       0.0000000       0.0000000       0.0000000    
   2.2499999       0.0000000       0.0000000       0.0000000    
   2.2599999       0.0000000       0.0000000       0.0000000    
   2.2699999       0.0000000       0.0000000       0.0000000    
   2.2799999       0.0000000       0.0000000       0.0000000    
   2.2899999       0.0000000       0.0000000       0.0000000    
   2.2999999       0.0000000       0.0000000       0.0000000    
   2.3099999       0.0000000       0.0000000       0.0000000    
   2.3199999       0.0000000       0.0000000       0.0000000    
   2.3299999       0.0000000       0.0000000       0.0000000    
   2.3399999       0.0000000       0.0000000       0.0000000    
   2.3499999       0.0000000       0.0000000       0.0000000    
   2.3599999       0.0000000       0.0000000       0.0000000    
   2.3699999       0.0000000       0.0000000       0.0000000    
   2.3799999       0.0000000       0.0000000       0.0000000    
   2.3899999       0.0000000       0.0000000       0.0000000    
   2.3999999       0.0000000       0.0000000       0.0000000    
   2.4099999       0.0000000       0.0000000       0.0000000    
   2.4199999       0.0000000       0.0000000       0.0000000    
   2.4299999       0.0000000       0.0000000       0.0000000    
   2.4399999       0.0000000       0.0000000       0.0000000    
   2.4499999       0.0000000       0.0000000       0.0000000    
   2.4599999       0.0000000       0.0000000       0.0000000    
   2.4699999       0.0000000       0.0000000       0.0000000    
   2.4799999       0.0000000       0.0000000       0.0000000    
   2.4899999       0.0000000       0.0000000       0.0000000    
   2.4999999       0.0000000       0.0000000       0.0000000    
   2.5099999       0.0000000       0.0000000       0.0000000    
   2.5199999       0.0000000       0.0000000       0.0000000    
   2.5299999       0.0000000       0.0000000       0.0000000    
   2.5399999       0.0000000       0.0000000       0.0000000    
   2.5499999       0.0000000       0.0000000       0.0000000    
   2.5599999       0.0000000       0.0000000       0.0000000    
   2.5699999       0.0000000       0.0000000       0.0000000    
   2.5799999       0.0000000       0.0000000       0.0000000    
   2.5899999       0.0000000       0.0000000       0.0000000    
   2.5999999       0.0000000       0.0000000       0.0000000    
   2.6099999       0.0000000       0.0000000       0.0000000    
   2.6199999       0.0000000       0.0000000       0.0000000    
   2.6299999       0.0000000       0.0000000       0.0000000    
   2.6399999       0.0000000       0.0000000       0.0000000    
   2.6499999       0.0000000       0.0000000       0.0000000    
   2.6599999       0.0000000       0.0000000       0.0000000    
   2.6699999       0.0000000       0.0000000       0.0000000    
   2.6799999       0.0000000       0.0000000       0.0000000    
   2.6899999       0.0000000       0.0000000       0.0000000    
   2.6999999       0.0000000       0.0000000       0.0000000    
   2.7099999       0.0000000       0.0000000       0.0000000    
   2.7199999       0.0000000       0.0000000       0.0000000    
   2.7299999       0.0000000       0.0000000       0.0000000    
   2.7399999       0.0000000       0.0000000       0.0000000    
   2.7499999       0.0000000       0.0000000       0.0000000    
   2.7599999       0.0000000       0.0000000       0.0000000    
   2.7699999       0.0000000       0.0000000       0.0000000    
   2.7799999       0.0000000       0.0000000       0.0000000    
   2.7899999       0.0000000       0.0000000       0.0000000    
   2.7999999       0.0000000       0.0000000       0.0000000    
   2.8099999       0.0000000       0.0000000       0.0000000    
   2.8199999       0.0000000       0.0000000       0.0000000    
   2.8299999       0.0000000       0.0000000       0.0000000    
   2.8399999       0.0000000       0.0000000       0.0000000    
   2.8499999       0.0000000       0.0000000       0.0000000    
   2.8599999       0.0000000       0.0000000       0.0000000    
   2.8699999       0.0000000       0.0000000       0.0000000    
   2.8799999       0.0000000       0.0000000       0.0000000    
   2.8899999       0.0000000       0.0000000       0.0000000    
   2.8999999       0.0000000       0.0000000       0.0000000    
   2.9099999       0.0000000       0.0000000       0.0000000    
   2.9199999       0.0000000       0.0000000       0.0000000    
   2.9299999       0.0000000       0.0000000       0.0000000    
   2.9399999       0.0000000       0.0000000       0.0000000    
   2.9499999       0.0000000       0.0000000       0.0000000    
   2.9599999       0.0000000       0.0000000       0.0000000    
   2.9699999       0.0000000       0.0000000       0.0000000    
   2.9799999       0.0000000       0.0000000       0.0000000    
   2.9899999       0.0000000       0.0000000       0.0000000    
   2.9999999       0.0000000       0.0000000       0.0000000    
   3.0099999       0.0000000       0.0000000       0.0000000    
   3.0199999       0.0000000       0.0000000       0.0000000    
   3.0299999       0.0000000       0.0000000       0.0000000    
   3.0399999       0.0000000       0.0000000       0.0000000    
   3.0499999       0.0000000       0.0000000       0.0000000    
   3.0599999       0.0000000       0.0000000       0.0000000    
   3.0699999       0.0000000       0.0000000       0.0000000    
   3.0799999       0.0000000       0.0000000       0.0000000    
   3.0899999       0.0000000       0.0000000       0.0000000    
   3.0999999       0.0000000       0.0000000       0.0000000    
   3.1099999       0.0000000       0.0000000       0.0000000    
   3.1199999       0.0000000       0.0000000       0.0000000    
   3.1299999       0.0000000       0.0000000       0.0000000    
   3.1399999       0.0000000       0.0000000       0.0000000    
   3.1499999       0.0000000       0.0000000       0.0000000    
   3.1599999       0.0000000       0.0000000       0.0000000    
   3.1699999       0.0000000       0.0000000       0.0000000    
   3.1799999       0.0000000       0.0000000       0.0000000    
   3.1899999       0.0000000       0.0000000       0.0000000    
   3.1999999       0.0000000       0.0000000       0.0000000    
   3.2099999       0.0000000       0.0000000       0.0000000    
   3.2199999       0.0000000       0.0000000       0.0000000    
   3.2299999       0.0000000       0.0000000       0.0000000    
   3.2399999       0.0000000       0.0000000       0.0000000    
   3.2499999       0.0000000       0.0000000       0.0000000    
   3.2599999       0.0000000       0.0000000       0.0000000    
   3.2699999       0.0000000       0.0000000       0.0000000    
   3.2799999       0.0000000       0.0000000       0.0000000    
   3.2899999       0.0000000       0.0000000       0.0000000    
   3.2999999       0.0000000       0.0000000       0.0000000    
   3.3099999       0.0000000       0.0000000       0.0000000    
   3.3199999       0.0000000       0.0000000       0.0000000    
   3.3299999       0.0000000       0.0000000       0.0000000    
   3.3399999       0.0000000       0.0000000       0.0000000    
   3.3499999       0.0000000       0.0000000       0.0000000    
   3.3599999       0.0000000       0.0000000       0.0000000    
   3.3699999       0.0000000       0.0000000       0.0000000    
   3.3799999       0.0000000       0.0000000       0.0000000    
   3.3899999       0.0000000       0.0000000       0.0000000    
   3.3999999       0.0000000       0.0000000       0.0000000    
   3.4099999       0.0000000       0.0000000       0.0000000    
   3.4199999       0.0000000       0.0000000       0.0000000    
   3.4299999       0.0000000       0.0000000       0.0000000    
   3.4399999       0.0000000       0.0000000       0.0000000    
   3.4499999       0.0000000       0.0000000       0.0000000    
   3.4599999       0.0000000       0.0000000       0.0000000    
   3.4699999       0.0000000       0.0000000       0.0000000    
   3.4799999       0.0000000       0.0000000       0.0000000    
   3.4899999       0.0000000       0.0000000       0.0000000    
   3.4999999       0.0000000       0.0000000       0.0000000    
   3.5099999       0.0000000       0.0000000       0.0000000    
   3.5199999       0.0000000       0.0000000       0.0000000    
   3.5299999       0.0000000       0.0000000       0.0000000    
   3.5399999       0.0000000       0.0000000       0.0000000    
   3.5499999       0.0000000       0.0000000       0.0000000    
   3.5599999       0.0000000       0.0000000       0.0000000    
   3.5699999       0.0000000       0.0000000       0.0000000    
   3.5799999       0.0000000       0.0000000       0.0000000    
   3.5899999       0.0000000       0.0000000       0.0000000    
   3.5999999       0.0000000       0.0000000       0.0000000    
   3.6099999       0.0000000       0.0000000       0.0000000    
   3.6199999       0.0000000       0.0000000       0.0000000    
   3.6299999       0.0000000       0.0000000       0.0000000    
   3.6399999       0.0000000       0.0000000       0.0000000    
   3.6499999       0.0000000       0.0000000       0.0000000    
   3.6599999       0.0000000       0.0000000       0.0000000    
   3.6699999       0.0000000       0.0000000       0.0000000    
   3.6799999       0.0000000       0.0000000       0.0000000    
   3.6899999       0.0000000       0.0000000       0.0000000    
   3.6999999       0.0000000       0.0000000       0.0000000    
   3.7099999       0.0000000       0.0000000       0.0000000    
   3.7199999       0.0000000       0.0000000       0.0000000    
   3.7299999       0.0000000       0.0000000       0.0000000    
   3.7399999       0.0000000       0.0000000       0.0000000    
   3.7499999       0.0000000       0.0000000       0.0000000    
   3.7599999       0.0000000       0.0000000       0.0000000    
   3.7699999       0.0000000       0.0000000       0.0000000    
   3.7799999       0.0000000       0.0000000       0.0000000    
   3.7899999       0.0000000       0.0000000       0.0000000    
   3.7999999       0.0000000       0.0000000       0.0000000    
   3.8099999       0.0000000       0.0000000       0.0000000    
   3.8199999       0.0000000       0.0000000       0.0000000    
   3.8299999       0.0000000       0.0000000       0.0000000    
   3.8399999       0.0000000       0.0000000       0.0000000    
   3.8499999       0.0000000       0.0000000       0.0000000    
   3.8599999       0.0000000       0.0000000       0.0000000    
   3.8699999       0.0000000       0.0000000       0.0000000    
   3.8799999       0.0000000       0.0000000       0.0000000    
   3.8899999       0.0000000       0.0000000       0.0000000    
   3.8999999       0.0000000       0.0000000       0.0000000    
   3.9099999       0.0000000       0.0000000       0.0000000    
   3.9199999       0.0000000       0.0000000       0.0000000    
   3.9299999       0.0000000       0.0000000       0.0000000    
   3.9399999       0.0000000       0.0000000       0.0000000    
   3.9499999       0.0000000       0.0000000       0.0000000    
   3.9599999       0.0000000       0.0000000       0.0000000    
   3.9699999       0.0000000       0.0000000       0.0000000    
   3.9799999       0.0000000       0.0000000       0.0000000    
   3.9899999       0.0000000       0.0000000       0.0000000    
   3.9999999       0.0000000       0.0000000       0.0000000    
   4.0099999       0.0000000       0.0000000       0.0000000    
   4.0199999       0.0000000       0.0000000       0.0000000    
   4.0299999       0.0000000       0.0000000       0.0000000    
   4.0399999       0.0000000       0.0000000       0.0000000    
   4.0499999       0.0000000       0.0000000       0.0000000    
   4.0599999       0.0000000       0.0000000       0.0000000    
   4.0699999       0.0000000       0.0000000       0.0000000    
   4.0799999       0.0000000       0.0000000       0.0000000    
   4.0899999       0.0000000       0.0000000       0.0000000    
   4.0999999       0.0000000       0.0000000       0.0000000    
   4.1099999       0.0000000       0.0000000       0.0000000    
   4.1199999       0.0000000       0.0000000       0.0000000    
   4.1299999       0.0000000       0.0000000       0.0000000    
   4.1399999       0.0000000       0.0000000       0.0000000    
   4.1499999       0.0000000       0.0000000       0.0000000    
   4.1599999       0.0000000       0.0000000       0.0000000    
   4.1699999       0.0000000       0.0000000       0.0000000    
   4.1799999       0.0000000       0.0000000       0.0000000    
   4.1899999       0.0000000       0.0000000       0.0000000    
   4.1999999       0.0000000       0.0000000       0.0000000    
   4.2099999       0.0000000       0.0000000       0.0000000    
   4.2199999       0.0000000       0.0000000       0.0000000    
   4.2299999       0.0000000       0.0000000       0.0000000    
   4.2399999       0.0000000       0.0000000       0.0000000    
   4.2499999       0.0000000       0.0000000       0.0000000    
   4.2599999       0.0000000       0.0000000       0.0000000    
   4.2699999       0.0000000       0.0000000       0.0000000    
   4.2799999       0.0000000       0.0000000       0.0000000    
   4.2899999       0.0000000       0.0000000       0.0000000    
   4.2999999       0.0000000       0.0000000       0.0000000    
   4.3099999       0.0000000       0.0000000       0.0000000    
   4.3199999       0.0000000       0.0000000       0.0000000    
   4.3299999       0.0000000       0.0000000       0.0000000    
   4.3399999       0.0000000       0.0000000       0.0000000    
   4.3499999       0.0000000       0.0000000       0.0000000    
   4.3599999       0.0000000       0.0000000       0.0000000    
   4.3699999       0.0000000       0.0000000       0.0000000    
   4.3799999       0.0000000       0.0000000       0.0000000    
   4.3899999       0.0000000       0.0000000       0.0000000    
   4.3999999       0.0000000       0.0000000       0.0000000    
   4.4099999       0.0000000       0.0000000       0.0000000    
   4.4199999       0.0000000       0.0000000       0.0000000    
   4.4299999       0.0000000       0.0000000       0.0000000    
   4.4399999       0.0000000       0.0000000       0.0000000    
   4.4499999       0.0000000       0.0000000       0.0000000    
   4.4599999       0.0000000       0.0000000       0.0000000    
   4.4699999       0.0000000       0.0000000       0.0000000    
   4.4799999       0.0000000       0.0000000       0.0000000    
   4.4899999       0.0000000       0.0000000       0.0000000    
   4.4999999       0.0000000       0.0000000       0.0000000    
   4.5099999       0.0000000       0.0000000       0.0000000    
   4.5199999       0.0000000       0.0000000       0.0000000    
   4.5299999       0.0000000       0.0000000       0.0000000    
   4.5399999       0.0000000       0.0000000       0.0000000    
   4.5499999       0.0000000       0.0000000       0.0000000    
   4.5599999       0.0000000       0.0000000       0.0000000    
   4.5699999       0.0000000       0.0000000       0.0000000    
   4.5799999       0.0000000       0.0000000       0.0000000    
   4.5899999       0.0000000       0.0000000       0.0000000    
   4.5999999       0.0000000       0.0000000       0.0000000    
   4.6099999       0.0000000       0.0000000       0.0000000    
   4.6199999       0.0000000       0.0000000       0.0000000    
   4.6299999       0.0000000       0.0000000       0.0000000    
   4.6399999       0.0000000       0.0000000       0.0000000    
   4.6499999       0.0000000       0.0000000       0.0000000    
   4.6599999       0.0000000       0.0000000       0.0000000    
   4.6699999       0.0000000       0.0000000       0.0000000    
   4.6799999       0.0000000       0.0000000       0.0000000    
   4.6899999       0.0000000       0.0000000       0.0000000    
   4.6999999       0.0000000       0.0000000       0.0000000    
   4.7099999       0.0000000       0.0000000       0.0000000    
   4.7199999       0.0000000       0.0000000       0.0000000    
   4.7299999       0.0000000       0.0000000       0.0000000    
   4.7399999       0.0000000       0.0000000       0.0000000    
   4.7499999       0.0000000       0.0000000       0.0000000    
   4.7599999       0.0000000       0.0000000       0.0000000    
   4.7699999       0.0000000       0.0000000       0.0000000    
   4.7799999       0.0000000       0.0000000       0.0000000    
   4.7899999       0.0000000       0.0000000       0.0000000    
   4.7999999       0.0000000       0.0000000       0.0000000    
   4.8099999       0.0000000       0.0000000       0.0000000    
   4.8199999       0.0000000       0.0000000       0.0000000    
   4.8299999       0.0000000       0.0000000       0.0000000    
   4.8399999       0.0000000       0.0000000       0.0000000    
   4.8499999       0.0000000       0.0000000       0.0000000    
   4.8599999       0.0000000       0.0000000       0.0000000    
   4.8699999       0.0000000       0.0000000       0.0000000    
   4.8799999       0.0000000       0.0000000       0.0000000    
   4.8899999       0.0000000       0.0000000       0.0000000    
   4.8999999       0.0000000       0.0000000       0.0000000    
   4.9099999       0.0000000       0.0000000       0.0000000    
   4.9199999       0.0000000       0.0000000       0.0000000    
   4.9299999       0.0000000       0.0000000       0.0000000    
   4.9399999       0.0000000       0.0000000       0.0000000    
   4.9499999       0.0000000       0.0000000       0.0000000    
   4.9599999       0.0000000       0.0000000       0.0000000    
   4.9699999       0.0000000       0.0000000       0.0000000    
   4.9799999       0.0000000       0.0000000       0.0000000    
   4.9899999       0.0000000       0.0000000       0.0000000    
   4.9999999       0.0000000       0.0000000       0.0000000    
   5.0099999       0.0000000       0.0000000       0.0000000    
   5.0199999       0.0000000       0.0000000       0.0000000    
   5.0299999       0.0000000       0.0000000       0.0000000    
   5.0399999       0.0000000       0.0000000       0.0000000    
   5.0499999       0.0000000       0.0000000       0.0000000    
   5.0599999       0.0000000       0.0000000       0.0000000    
   5.0699999       0.0000000       0.0000000       0.0000000    
   5.0799999       0.0000000       0.0000000       0.0000000    
   5.0899999       0.0000000       0.0000000       0.0000000    
   5.0999999       0.0000000       0.0000000       0.0000000    
   5.1099999       0.0000000       0.0000000       0.0000000    
   5.1199999       0.0000000       0.0000000       0.0000000    
   5.1299999       0.0000000       0.0000000       0.0000000    
   5.1399999       0.0000000       0.0000000       0.0000000    
   5.1499999       0.0000000       0.0000000       0.0000000    
   5.1599999       0.0000000       0.0000000       0.0000000    
   5.1699999       0.0000000       0.0000000       0.0000000    
   5.1799999       0.0000000       0.0000000       0.0000000    
   5.1899999       0.0000000       0.0000000       0.0000000    
   5.1999999       0.0000000       0.0000000       0.0000000    
   5.2099999       0.0000000       0.0000000       0.0000000    
   5.2199999       0.0000000       0.0000000       0.0000000    
   5.2299999       0.0000000       0.0000000       0.0000000    
   5.2399999       0.0000000       0.0000000       0.0000000    
   5.2499999       0.0000000       0.0000000       0.0000000    
   5.2599999       0.0000000       0.0000000       0.0000000    
   5.2699999       0.0000000       0.0000000       0.0000000    
   5.2799999       0.0000000       0.0000000       0.0000000    
   5.2899999       0.0000000       0.0000000       0.0000000    
   5.2999999       0.0000000       0.0000000       0.0000000    
   5.3099999       0.0000000       0.0000000       0.0000000    
   5.3199999       0.0000000       0.0000000       0.0000000    
   5.3299999       0.0000000       0.0000000       0.0000000    
   5.3399999       0.0000000       0.0000000       0.0000000    
   5.3499999       0.0000000       0.0000000       0.0000000    
   5.3599999       0.0000000       0.0000000       0.0000000    
