           5        1552           1
           5         604           1
           5        1598           1
           5         606           1
           5         607           1
           5        1601           1
           5         611           1
           5         613           1
           5         614           1
           5         618           1
           5        1696           1
           5         620           1
           5         621           1
           5        1699           1
           5        1717           1
           5        1724           1
           5        1719           1
           5        1745           1
           5         627           1
           5        1773           1
           5        1768           1
           5         632           1
           5        1815           1
           5         639           1
           5        1843           1
           5        1850           1
           5         641           1
           5         642           1
           5        1846           1
           5        1853           1
           5        1860           1
           5         646           1
           5        1892           1
           5         648           1
           5         649           1
           5        1895           1
           5        1941           1
           5         655           1
           5         660           1
           5         667           1
           5        2039           1
           5         669           1
           5         670           1
           5        2042           1
           5        2060           1
           5        2067           1
           5        2062           1
           5        2088           1
           5         676           1
           5        2116           1
           5        2111           1
           5         681           1
           5        2158           1
           5         688           1
           5        2186           1
           5        2193           1
           5         690           1
           5         691           1
           5        2189           1
           5        2196           1
           5        2203           1
           5         695           1
           5        2235           1
           5         697           1
           5         698           1
           5        2238           1
           5        2284           1
           5         704           1
           5         709           1
           5        2382           1
           5         718           1
           5        2410           1
           5        2405           1
           5        2431           1
